"GeneSymbol","logFC","logCPM","F","PValue","FDR","Bonferroni_pvalue"
"P2RY6",3.09228202276083,4.15208845052648,82.0919449165964,1.18424071438087e-11,1.34350067252175e-09,1.94807597515654e-07
"IFI35",2.07429162430135,8.10106335590112,81.6844527824768,1.25934387691841e-11,1.41891827228136e-09,2.07162067753079e-07
"NGFR",1.65847150059635,3.56936396082793,81.3562679357538,1.34194368537596e-11,1.50169888601595e-09,2.20749736244345e-07
"GGT5",4.3263653199597,2.51888986733718,80.7930831513328,1.50687327279183e-11,1.67486927955579e-09,2.47880653374257e-07
"FBXO39",3.06555754388507,-0.0412446664355161,72.1305207979165,1.56139044268041e-11,1.72381696524112e-09,2.56848727820927e-07
"GIMAP4",1.72008449859625,8.32408438353992,80.1626860638851,1.65430150834273e-11,1.81421732081586e-09,2.72132598122379e-07
"USP25",1.30978674187709,5.51605189251745,79.9016148024671,1.73453404704355e-11,1.8776731458276e-09,2.85330850738664e-07
"PCGF5",1.41761589281591,4.90322309885699,79.9016252908079,1.73499281559754e-11,1.8776731458276e-09,2.85406318165796e-07
"RPS6KC1",1.47231511298552,3.5126984662809,79.7918879823371,1.77670015134731e-11,1.9102429731806e-09,2.92267174896632e-07
"SMPDL3A",2.74996969427198,6.60821432403901,79.603821832766,1.83056968103901e-11,1.95538125020076e-09,3.01128712530917e-07
"MUSTN1",1.41603141045808,3.77016081527602,79.4022806971354,1.90362427520019e-11,2.02029802109955e-09,3.13146193270431e-07
"APOBEC3B",3.37257905982926,4.3669626973641,79.0246983047252,2.05569164517732e-11,2.16770048481839e-09,3.38161275631668e-07
"SCLT1",1.86587431494315,3.53347602983614,78.8986734114687,2.09354808419314e-11,2.19355834299218e-09,3.44388659849772e-07
"SCIN",3.73909942004233,3.54715090530253,77.7598138101025,2.69652053125922e-11,2.79218204382953e-09,4.43577627392141e-07
"XRN1",1.99204791677033,6.17654783541817,77.4796679654226,2.69882641318477e-11,2.79218204382953e-09,4.43956944968895e-07
"RAD50",1.2479772104985,5.67652108887331,76.1887393026533,3.42866801794166e-11,3.52509930594627e-09,5.64015888951403e-07
"FPR3",1.68290704011235,6.87695088594133,75.991859578681,3.55660016498032e-11,3.63391755987120e-09,5.85060727139262e-07
"STIM2",1.18705289862404,5.39825529000011,75.7983392319016,3.68833713233054e-11,3.74525591523688e-09,6.06731458268374e-07
"SPTLC2",1.52952096180235,5.86519524745468,75.3149120773581,4.03769651461575e-11,4.07485323100792e-09,6.6420107665429e-07
"RAB44",2.31871517255443,5.10162332699044,75.0200679777357,4.27097177473393e-11,4.28399303014471e-09,7.02574856943732e-07
"IRF5",1.48965637282035,7.67133710615563,74.6957370154433,4.53648300116826e-11,4.5227360829829e-09,7.46251453692178e-07
"IL17RC",2.76084185972024,1.48227118972547,75.111193723046,4.57742423136362e-11,4.53606196421275e-09,7.52986286059316e-07
"PRPF3",0.933918845738976,5.20275235554004,74.1990775488909,4.9846268985931e-11,4.91000673544051e-09,8.19971124818565e-07
"APOL4",3.92632016201647,3.81384262917196,73.0538832273477,6.46623466290793e-11,6.33152144076401e-09,1.06369560204835e-06
"CASP10",1.46453574514633,5.72249460184543,72.5741864599277,6.79758296304056e-11,6.61658223325546e-09,1.11820239742017e-06
"PSTPIP2",1.79335656811329,4.97932222667447,72.3898908866371,7.04573034589906e-11,6.81778024647292e-09,1.1590226419004e-06
"RBM43",1.35318924485975,3.91073833503605,72.355321633752,7.10199321512006e-11,6.83203440869736e-09,1.16827788388725e-06
"EHD4",1.47296127631981,6.09858167757914,72.2312839082653,7.26064074404094e-11,6.94404303717869e-09,1.19437540239473e-06
"GM2A",2.22448557066984,4.11151192677641,72.1861077568208,7.34946541344268e-11,6.98836451162613e-09,1.20898706051132e-06
"VWA3B",2.25009375514071,2.07367543557458,72.4014675758992,7.46209654798974e-11,7.05468323071444e-09,1.22751488214431e-06
"STAMBPL1",1.49104995076647,6.24201632561939,71.9531155975401,7.66129411011254e-11,7.20161646350579e-09,1.26028288111351e-06
"MPEG1",1.56616003021421,9.12261136830821,71.8784354320425,7.77244379680267e-11,7.26458525326158e-09,1.27856700457404e-06
"EXT1",1.49749607428323,3.01778380478003,71.8765822571733,7.84218099805186e-11,7.28835465638153e-09,1.29003877417953e-06
"TIFA",2.85007922712126,5.89937141619728,71.5942256027771,8.21644612824754e-11,7.59328869717258e-09,1.35160538809672e-06
"GNB4",1.56469731789426,5.42258022016445,71.4813451984061,8.39692631445909e-11,7.71672837278503e-09,1.38129437872852e-06
"NEURL3",3.02208850192024,-1.05727390547583,56.7641411839324,9.55025409627564e-11,8.7278711046519e-09,1.57101679883734e-06
"PPA1",1.96682775789752,6.20819497420539,70.3749394297273,1.04177146266229e-10,9.46204408796804e-09,1.71371405607946e-06
"TREX1",1.63974799946506,7.5780740558042,70.34952938131,1.04686445228583e-10,9.46204408796804e-09,1.72209202401018e-06
"SUCNR1",2.65063617484426,4.242198496016,70.1359137868458,1.09680427076232e-10,9.85925150493996e-09,1.80424302540401e-06
"FAM216B",2.90260066322767,-1.38834195954566,55.2171366055397,1.10634910485959e-10,9.89100150811975e-09,1.81994427749403e-06
"PDCD1LG2",2.66557039262378,5.06639236863852,69.995319313273,1.12369605690403e-10,9.99178385733581e-09,1.84848001360712e-06
"PSMB8",1.40022440484558,11.2745231059773,69.5755572727951,1.21908077725624e-10,1.07816552612179e-08,2.00538787858652e-06
"GTPBP2",1.21301023235964,5.79515307696531,69.4714066262452,1.24452467191183e-10,1.09478239855345e-08,2.04724308529496e-06
"BLZF1",1.7091774620904,3.77679175951881,69.0494640765991,1.35719578256519e-10,1.18754630974454e-08,2.23258706231974e-06
"CD68",1.47367581452969,7.47938427910024,68.195991513111,1.60352545179333e-10,1.39566104137568e-08,2.63779936820003e-06
"CMKLR1",2.85272323515075,2.83656426660455,68.2406688575567,1.65559783425758e-10,1.43339917755459e-08,2.72345843735372e-06
"GFPT2",3.14418006499347,1.0946228354159,67.1949006089129,1.73412224779966e-10,1.49352413488505e-08,2.85263109763044e-06
"CUL1",1.34197071502192,5.92581377078483,67.7338823099423,1.75914662510615e-10,1.50718551994772e-08,2.89379619829962e-06
"CACNA1D",3.33958412088272,1.40635816736761,67.3521978301787,1.79343465277927e-10,1.52860103824969e-08,2.9502000038219e-06
"ERP29",1.7746259322655,4.9203313878306,66.9347652338755,2.06765095265006e-10,1.75324011191204e-08,3.40128581710935e-06
"TFPI2",3.38492052432738,-0.563735383293712,54.6246401504791,2.3944367638768e-10,2.01992229568069e-08,3.93884847657734e-06
"PLA2G15",1.7316653097937,7.33482440781457,66.1042157977306,2.44595205956248e-10,2.05285262141851e-08,4.02359113798027e-06
"SAMHD1",1.3620445047492,8.84488151730099,65.9312083088216,2.53379414017947e-10,2.1157824165458e-08,4.16809136059523e-06
"C1QA",2.94798223217848,6.50907171751961,65.7588611608937,2.6253576927107e-10,2.1811683861157e-08,4.3187134045091e-06
"NHLRC3",1.16988018483132,4.10925610054859,64.998122822904,3.07158726808164e-10,2.53907590753482e-08,5.0527610559943e-06
"SLC46A1",1.8043936673837,4.81028497054002,64.4558618165451,3.43353972170031e-10,2.8240864210985e-08,5.64817284219701e-06
"LYSMD2",1.57917614752093,4.493471197384,64.3894112253186,3.48176150882519e-10,2.84950133433703e-08,5.72749768201743e-06
"ZNF267",1.64325763415277,5.69302568639853,64.349361838217,3.50850461899892e-10,2.85717331596694e-08,5.77149009825323e-06
"TNFSF10",1.89648360906458,6.95563265026713,63.9707250562111,3.79468233290713e-10,3.07500120080406e-08,6.24225243763223e-06
"CLEC7A",1.38848029132528,5.50137270229676,62.2753535077196,5.41455897816272e-10,4.36615172503807e-08,8.90694951907767e-06
"SASH1",1.98350637456417,1.08396604999525,62.6452175778557,5.45857922510786e-10,4.38017698795241e-08,8.97936282530244e-06
"PDE1B",1.7479016059386,2.82623450138086,62.1894090625636,5.5806771308557e-10,4.42896764017376e-08,9.18021388025763e-06
"C1QC",3.05868082428017,6.11551073964604,62.1273850779228,5.5879092670379e-10,4.42896764017376e-08,9.19211074427735e-06
"MILR1",1.24158991610122,6.48077041912018,62.1151916089912,5.60015361189144e-10,4.42896764017376e-08,9.21225269156141e-06
"PLSCR1",2.92658660937336,6.85572271631185,61.788497911324,6.00243810031398e-10,4.724407021539e-08,9.8740106750165e-06
"GUCY1A1",1.40041082217095,4.30705438733439,61.6531589651196,6.18211580660732e-10,4.8426573818424e-08,1.0169580501869e-05
"DHRS3",-0.875540035329403,5.79556809776569,61.4769201933973,6.41299450146779e-10,4.99970424403531e-08,1.05493759549145e-05
"TRAFD1",1.61564304246651,8.72584580914849,61.1747503821833,6.83934108713378e-10,5.30694155110145e-08,1.12507160883351e-05
"CYBB",1.26645780488888,7.34059145562642,60.8872805755432,7.27298514709183e-10,5.61692984364604e-08,1.19640605669661e-05
"ADAMTSL4",1.36066066042672,5.074018546483,60.7940593944014,7.4219507436719e-10,5.70519110903751e-08,1.22091089733403e-05
"SLC3A2",0.899418227695811,6.77751204223903,60.6064761337645,7.72439130925735e-10,5.91005753661783e-08,1.27066237037283e-05
"NUB1",0.900862673795401,6.0078276802561,60.5558707486613,7.80902531660964e-10,5.94715122491799e-08,1.28458466458229e-05
"CYP2J2",3.9305428147538,1.5861627951283,59.395448987067,7.95114700946638e-10,6.02748241040194e-08,1.30796368305722e-05
"TMEM60",1.35890328646508,5.20769848144896,60.3346892289401,8.19144517798714e-10,6.18115932008662e-08,1.34749273177888e-05
"TMEM268",0.952892211868073,5.58843100844923,60.2749005087467,8.29601683319246e-10,6.23148296374502e-08,1.36469476906016e-05
