"GeneSymbol","baseMean","logFC","lfcSE","stat","PValue","FDR","Bonferroni_pvalue"
"PTCRA",191.33765950923,0.628903846749659,0.234240741157711,2.68486106917766,0.007255996099723,0.0135790190468757,1
"MCEE",50.1412895539055,0.362974333106122,0.135234337338394,2.68403972134576,0.00727384636818137,0.0136104755951511,1
"NUFIP1",48.0190145169229,-0.256953414397391,0.0957396818019572,-2.68387579278687,0.0072774137243408,0.0136152014567899,1
"ANGEL2",230.447812409699,0.33087301127684,0.123284753480264,2.68381127379071,0.00727881819473398,0.0136158800350899,1
"CSGALNACT1",384.478073293452,0.581805585018545,0.216797303809276,2.68363847149307,0.00728258100922363,0.0136209693461009,1
"TTI1",437.133137173961,-0.169494104955668,0.063168471639311,-2.68320731144916,0.0072919772420041,0.0136365921523814,1
"DNASE2",1292.98277275879,0.292671841400058,0.109093441517668,2.68276293541128,0.00730167287180711,0.0136527703053675,1
"MCRS1",1477.45837022348,-0.224850857049034,0.0838256238505499,-2.68236425475238,0.00731038133828106,0.0136670982822677,1
"TUFM",2363.54385031007,-0.25803128533924,0.0962117138159651,-2.68191132976599,0.00732028598141653,0.0136836581489008,1
"PLPPR2",3436.32626854077,0.358526662320138,0.133735409664254,2.68086562280122,0.00734319968877235,0.0137245273748398,1
"SHQ1",123.979883496232,-0.242269449991374,0.0903967833863534,-2.68006715411456,0.00736073917216692,0.0137553418616273,1
"TIGD2",30.028381416901,-0.334673221368857,0.124879245718708,-2.67997471831879,0.0073627720792799,0.0137571738493479,1
"CDH3",20.0998155431727,0.491326992125428,0.183347223623363,2.67976237881151,0.00736744389304752,0.0137639353462166,1
"PLD2",451.626718018225,-0.293123474439328,0.109412658967137,-2.6790636221296,0.00738283645413748,0.0137907206596508,1
"ATP13A1",2123.34445472064,-0.245507293944026,0.0916516083426685,-2.67870142579625,0.00739082644259066,0.0138036727071535,1
"RENBP",871.729829978688,0.336120524150054,0.125501009969844,2.67822963521026,0.00740124569323858,0.0138209902793919,1
"ZNF586",424.703259799402,0.223163641115418,0.0833264211945182,2.67818583729237,0.00740221361558861,0.0138209902793919,1
"SYN3",23.490282372538,0.544851867696516,0.203448565108477,2.6780816439084,0.00740451671806689,0.0138233157413418,1
"ADPRH",387.120332487102,0.388753556662113,0.145165938517874,2.67799430521538,0.0074064477577164,0.0138249460430382,1
"C11orf68",1741.92723290381,0.334767199396314,0.125024703187728,2.67760843146055,0.00741498475088184,0.013838904854209,1
"MRPL50",106.792151228955,0.363223731539312,0.13567437442788,2.67717270170565,0.00742463535770026,0.0138549377677245,1
"TRMT61A",279.889304495139,-0.32165309618651,0.120153936082216,-2.67700840001127,0.00742827725973886,0.0138597550013971,1
"PDGFD",45.8089577614425,-0.519980713018151,0.194274997800662,-2.67651894945166,0.00743913589107706,0.0138780339846385,1
"HARS2",804.830960863178,-0.120107384012179,0.0448787726592695,-2.67626267153211,0.00744482718290888,0.0138866692280033,1
"IFT46",119.573660412717,-0.195989560352696,0.0732393790496808,-2.67601340830251,0.00745036644194608,0.0138950184640747,1
"UBE4B",779.986343289246,-0.193797927357582,0.0724253772528539,-2.67582903546347,0.00745446605039855,0.0139006807360121,1
"LUC7L2",495.770601645844,-0.22860467517629,0.0854367749675805,-2.6757175146538,0.00745694674486593,0.0139033229608271,1
"UCHL5",155.168316868242,0.294791305445534,0.110206349408479,2.67490309794123,0.00747508527417535,0.0139351539771034,1
"EIF3K",3376.74890482693,-0.307069219308363,0.114806087739908,-2.67467714781838,0.00748012459763687,0.0139425596821326,1
"SBDS",246.797416554668,-0.276547142510753,0.103450432680466,-2.67323330937572,0.00751239825482903,0.0140006020658269,1
"SASH3",11198.3762302774,0.241726327353564,0.0904262254867043,2.67318829302574,0.00751340649500457,0.0140006020658269,1
"CTLA4",99.3756151593041,-0.462131556526259,0.172892558371082,-2.67294070306011,0.00751895398610273,0.0140089420667659,1
"RNASE10",100.149844316668,0.521229048426945,0.195005893465605,2.67288869666331,0.00752011970605167,0.0140091169552587,1
"WIZ",754.412611130699,-0.158074004475109,0.0591505275289082,-2.67240227735678,0.00753103061141205,0.0140274433648504,1
"GZF1",133.941540800003,0.257423916918958,0.0963389417044757,2.67206502754222,0.00753860381577172,0.0140395485711223,1
"TUBA1B",8399.62178185021,0.251377975868237,0.0941010451468303,2.67136220937823,0.00755440808559186,0.0140669773014227,1
"RRBP1",1488.46807560071,0.311441562388678,0.11658836942114,2.67129186157232,0.00755599163086672,0.0140679217400895,1
"CHD2",2112.8122769517,0.327640619824921,0.122688443660083,2.67050921872213,0.00757362918555988,0.0140987513823198,1
"ADGRE1",1464.09539370437,0.579772856782442,0.217106820801872,2.67044975667316,0.00757497072337298,0.0140992405802456,1
"TSPAN14",4800.4505493817,0.206894333970045,0.0774843197883985,2.67014454711678,0.00758185998450979,0.01410987520987,1
"FOXJ2",624.763263613044,-0.18804106943967,0.0704247028492314,-2.67010099910875,0.00758284341806632,0.01410987520987,1
"GNB5",248.466721730017,-0.268961207150854,0.100739000680997,-2.6698816280951,0.0075877991569475,0.0141170868300788,1
"WDR76",107.187217125327,0.301780042774491,0.113057884257801,2.6692525227728,0.00760202717680837,0.0141415450043959,1
"MTIF3",371.284771625976,0.239575244699769,0.089770584037819,2.66874998383478,0.00761340991475081,0.0141607040822247,1
"PRICKLE1",44.6937795598582,-0.401923030797435,0.150675600850799,-2.66747256044079,0.00764241295143773,0.0142126262486185,1
"ACCS",373.480160336127,-0.59082168228885,0.221549318338932,-2.66677273809074,0.00765834390013378,0.0142402268850119,1
"RDH11",411.280959293154,-0.238597571307753,0.089522275471345,-2.66523130753223,0.00769353847886759,0.0143021793286468,1
"CD276",57.0332359762694,0.339696244925042,0.127455347224196,2.66521768072633,0.00769385025705553,0.0143021793286468,1
"NDEL1",2825.77057512185,0.325485829910131,0.122131969325615,2.66503382945014,0.00769805783915674,0.014307965864303,1
"PI4KB",2260.06718871772,-0.131572498585158,0.0493723858986296,-2.66490055504508,0.00770110921865453,0.0143116020884139,1
"ATF7IP",1153.12351130527,0.191242895785363,0.0717964439225807,2.66368200619496,0.00772905876513313,0.0143615010037376,1
"NARF",3554.41575926712,0.418812634276329,0.157244424711332,2.66344981734762,0.00773439472088171,0.0143693729924554,1
"VIT",8.61804756549328,-0.701510340501519,0.263389402805266,-2.66339622258901,0.00773562685636908,0.0143696195299522,1
"ATP6V1G2-DDX39B",518.084826721092,-0.551080843898475,0.206960095215885,-2.66273961327486,0.00775073649075886,0.014395641030868,1
"RLF",264.137811287589,0.321034342687287,0.12057662611119,2.66249233405522,0.00775643363417006,0.0144041755610405,1
"RASGRP1",379.360447700377,-0.487432773451532,0.18308012640753,-2.6624013376882,0.00775853107228659,0.014406023741268,1
"SYNJ2",200.55634575801,0.340884440174679,0.128048299826356,2.66215514487069,0.00776420828836562,0.0144145173762697,1
"IQGAP1",5789.88787094505,0.319669957049761,0.120087859474491,2.66196731666839,0.00776854211710004,0.0144205149084644,1
"ZNF320",111.911619315849,-0.345137187824378,0.129757656925103,-2.65985989577165,0.0078173162114133,0.0145089921731286,1
"GDAP2",271.405382550458,0.23326174550602,0.0877012385535622,2.65973148558853,0.00782029698180961,0.0145124636592718,1
"CELF1",2017.84809588566,0.22668287693297,0.0852560714561512,2.65884731798317,0.00784084871807957,0.0145485367327229,1
"ASMTL",785.789906385732,-0.297387194433049,0.11190754513523,-2.65743649432829,0.0078737423446915,0.0146074964435937,1
"NICN1",233.802602369605,-0.365852474326507,0.137681382238235,-2.65723998683757,0.00787833374908782,0.0146139401221371,1
"TAF1B",69.228996778093,0.297528546574201,0.112021095291927,2.65600461947674,0.00790725312058903,0.0146655028077336,1
"ABHD17A",4817.06157623572,-0.2641342734656,0.0994731545524539,-2.6553322316356,0.00792303333158953,0.0146926852502661,1
"DEDD",1241.52062813067,0.197437829618973,0.0743582133525529,2.65522557249817,0.00792553909575576,0.0146952469827675,1
"PHTF2",116.447230619266,0.513912487405479,0.193555256719679,2.65512027994034,0.00792801345075786,0.0146968026118113,1
"VPS4B",786.467543825513,0.355131182153885,0.133754646269101,2.65509417474289,0.00792862702493353,0.0146968026118113,1
"FBXO45",108.065969901238,0.296289962255042,0.111600700372514,2.65491131566423,0.0079329261204755,0.014702686386077,1
"SSH2",4990.99644060144,0.335882273485727,0.126528022332868,2.65460778800521,0.00794006679520204,0.0147138342568114,1
"DBF4B",256.361134108841,0.351028815086289,0.132240569652514,2.65447143799124,0.00794327638642859,0.014717695260933,1
"ZNF778",149.477805470538,-0.187805617354838,0.0707695863918124,-2.65376169241772,0.00796000211157362,0.0147465949820365,1
"PIK3R6",407.637794299637,-0.409222063190148,0.154225427610388,-2.65340203318447,0.00796848980546949,0.0147596583281151,1
"MRPS14",244.052782078708,0.211253959946054,0.0796173101399092,2.65336720839756,0.00796931207509629,0.0147596583281151,1
"CLN8",423.101089267999,-0.232997533794298,0.087852804304216,-2.65213541718573,0.00799844558119343,0.0148111471694726,1
"PTBP2",65.0339813503466,0.444579745601832,0.167633353000254,2.65209600383736,0.00799937933200513,0.0148111471694726,1
"ZNF713",27.9174131993502,-0.275058178115757,0.103731294272612,-2.65164124331553,0.00801016023206768,0.0148285116610724,1
"EMILIN1",32.2174770953113,0.478258867911337,0.180365823685476,2.6516047116849,0.00801102684306289,0.0148285116610724,1
"GALE",208.705443962902,0.241487023113132,0.0910749423849941,2.65151991084784,0.0080130388299155,0.0148301355858108,1
"EGR3",12.9382541408256,0.755630845586932,0.285040768351483,2.65095708925106,0.00802640382034051,0.0148527676528176,1
"MRPS33",149.197060509497,0.362120245028782,0.136615420893035,2.65065424284942,0.00803360359035094,0.0148639862579115,1
"TMEM248",1570.94550574811,-0.091298234705808,0.0344452560742938,-2.65053145515568,0.00803652435141977,0.0148672856720533,1
"SETD4",271.594120666195,-0.158202853516149,0.059698373166592,-2.65003625935792,0.00804831326640929,0.0148869876014675,1
"NOCT",27.937710694767,0.363427166354885,0.137165239583195,2.6495573328872,0.0080597295903335,0.0149059948699107,1
"KRT23",2343.65464337207,0.513977652830186,0.194058576357976,2.64856963539741,0.00808331944392182,0.0149475078002346,1
"FAM83H",72.5583377105118,-0.308928810325081,0.116658489185838,-2.64814684710133,0.00809343606352582,0.0149628332719782,1
"RLIG1",54.8287674137688,0.477309687650588,0.180244217480055,2.64812760333576,0.00809389680435242,0.0149628332719782,1
"MYT1L",39.9040780245788,0.258117133255205,0.0974953450328191,2.64748161225869,0.00810937697392554,0.0149893306532608,1
"RBBP4",1467.00800831712,-0.193111653232832,0.0729552418921261,-2.64698804670366,0.00812122235814205,0.0150091029724147,1
"SPATA32",10.1087874153746,0.969501883730678,0.366302891726647,2.64672189498893,0.00812761632296501,0.0150187961743465,1
"ABHD10",226.780877961376,0.307570192812369,0.116210485266039,2.64666473174303,0.00812899018673227,0.0150192114419834,1
"FAM217B",199.538765289641,0.384475279368799,0.145279490093561,2.64645256616192,0.00813409120066466,0.0150265119424293,1
"PODN",28.245094537343,-0.668072747637177,0.252470401404073,-2.64614285049574,0.00814154271711088,0.0150381519661729,1
"COG3",248.74354510106,0.297076963166691,0.112279293015081,2.64587489989618,0.00814799432777515,0.0150479420466329,1
"PLEKHN1",37.5177214584883,0.41868046488963,0.158278314555971,2.64521685149468,0.00816385798450243,0.0150751093327842,1
"LARS2",195.527410899694,-0.219096092787973,0.0828380850612351,-2.64487153011823,0.00817219374539484,0.0150883701444145,1
"RSF1",397.029311720697,0.233562223930814,0.0883148248030521,2.64465478419589,0.00817742969583659,0.0150959048198565,1
"HPCAL1",2209.80218532428,0.247181984590729,0.0934965667432223,2.64375466608936,0.00819920606763649,0.0151339674204221,1
"PITPNB",486.773668056598,-0.127195115468769,0.0481174905695908,-2.64342786714553,0.00820712507933622,0.0151464451831297,1
"ODF2L",240.220616363645,0.289629221568436,0.109582690519049,2.64301980720295,0.00821702282127266,0.0151625707008377,1
"TIMM8A",38.2617536949694,0.287703236680601,0.108870219772247,2.64262566276129,0.00822659317461949,0.0151739799267437,1
"SLC12A3",14.2286854967084,-0.813741495418198,0.307930392934792,-2.64261506525119,0.00822685063396073,0.0151739799267437,1
"ABLIM3",241.887056699318,0.642026589333518,0.242953374246616,2.64259177846122,0.00822741639610479,0.0151739799267437,1
"ATP6V0D1",8398.63164965793,0.38988639275775,0.14754039092293,2.64257394411686,0.00822784971238196,0.0151739799267437,1
