"GeneSymbol","logFC","logCPM","F","PValue","FDR","Bonferroni_pvalue"
"EAF1",0.978226472747412,4.79754382445459,35.5312342901525,3.82668929536486e-07,2.83871301474964e-06,0.00742607324658506
"CDS2",0.799977615732423,6.9576028544829,35.526818784398,3.82894852091411e-07,2.83930359177911e-06,0.00743045749968592
"RARA",0.934879839295415,8.75320773486135,35.5248812317517,3.83099500203197e-07,2.83973602022278e-06,0.00743442890094323
"FBXW9",-1.76047838654195,1.02478279531972,35.4450898324217,3.8467674930263e-07,2.85033867772693e-06,0.00746503699696683
"COLQ",-1.59435056999724,2.99132889080813,35.5694176020389,3.84974474120424e-07,2.85145597129044e-06,0.00747081464478095
"GSDMB",-1.14204535858005,4.47914340637896,35.4678975765534,3.89885245306429e-07,2.88672761175756e-06,0.00756611307041655
"RAP1A",0.773470386258141,6.29748758112148,35.4564862611247,3.90635957803533e-07,2.89118283643607e-06,0.00758068139713536
"GASK1B",2.1288828419115,5.17573965171262,35.4556875231392,3.91197955062666e-07,2.89325774478518e-06,0.00759158751594609
"WDFY2",0.749704051172611,6.17246256447668,35.4513278700674,3.91214486360729e-07,2.89325774478518e-06,0.00759190832231631
"ZNF331",-1.09737111995944,2.91078905996991,35.4857388703642,3.92567517810528e-07,2.90215819071661e-06,0.00761816525063111
"HLA-DRA",-1.84057197507096,8.90678916005341,35.4215707575594,3.94515800250768e-07,2.915450731023e-06,0.00765597361966641
"VIM",1.17285613004018,10.9113227850826,35.4116203668453,3.95633653376906e-07,2.92175985446259e-06,0.00767766667743223
"KANK3",-1.70219820787389,1.35535394813365,35.535638374498,3.95670663584855e-07,2.92175985446259e-06,0.00767838489752769
"NOP14",-0.847320420143222,4.78238044715261,35.4106357403272,3.96016480391185e-07,2.92320114814429e-06,0.00768509581847134
"TENM1",3.23356237095131,4.25776085065859,35.4529297935605,3.97169308941514e-07,2.93059604917073e-06,0.00770746760931902
"LDLRAD2",-1.9165510109606,-0.354904531093525,32.4321659758042,3.98069045359153e-07,2.93611854589119e-06,0.00772492789423973
"URGCP",-0.933912249581204,3.98585973865149,35.396904792952,3.98281425437809e-07,2.9365688989537e-06,0.00772904934204613
"IRF2BP1",-1.01221993359174,4.6961511691581,35.3799446346384,3.99572750021479e-07,2.94497105465888e-06,0.00775410878691682
"FAM24B",-1.83622671657792,-0.0617700073943223,33.4167111547292,4.0012076546488e-07,2.94789049909319e-06,0.00776474357461146
"AAAS",-0.863250450705324,4.84044312690039,35.3414500815977,4.03867934869507e-07,2.97436855562719e-06,0.00783746114407765
"RNASEH2A",-1.38952619192761,2.79453085764351,35.3858814225361,4.06393587699863e-07,2.99183382507722e-06,0.00788647396290354
"ACTL6A",-0.867598496505556,3.60649331650465,35.3265425956735,4.0703055731334e-07,2.99538680137379e-06,0.00789883499522268
"EIF5B",-0.997879390155444,5.6034748422334,35.2757892160324,4.11323464739976e-07,3.02583137101742e-06,0.00798214315674397
"TSEN34",1.08572328295568,7.18672744093913,35.2624764793278,4.12803686896145e-07,3.0355696657471e-06,0.0080108683479066
"C8G",-2.32674912023664,0.14841742363946,33.0907287456575,4.14027363146084e-07,3.04341477621701e-06,0.0080346150092129
"SYAP1",0.637372305140149,5.12426882562847,35.2444973897114,4.15061747559204e-07,3.0498630341287e-06,0.0080546882731339
"ARCN1",0.75162284056563,6.78781411478999,35.2407543621899,4.15370912120023e-07,3.05097953088613e-06,0.00806068792060116
"PHF2",1.07968372254763,5.89507208713374,35.2297056776211,4.16734373201819e-07,3.05983626422796e-06,0.00808714724635449
"DTX1",-1.48546186168154,2.80097036058109,35.2964738983185,4.1719880517434e-07,3.06167287572686e-06,0.00809616001321324
"PDCD5",-0.821938525175731,3.35658693689529,35.2449010282489,4.17300049278447e-07,3.06167287572686e-06,0.00809812475629753
"NFAT5",1.23931993045792,6.23416033729133,35.2221515470626,4.17611011659267e-07,3.06279640674971e-06,0.00810415929225974
"ITPA",-1.05765043057446,4.25611288050789,35.2086096918955,4.1994908270497e-07,3.07878046806673e-06,0.00814953189897265
"MSMP",1.10811553937547,2.22430447170732,35.293208018683,4.20501207873153e-07,3.08166406343897e-06,0.0081602464399864
